000: Acc-tr:  38.41, Acc-val:  39.55, L-tr: 1.6940, L-val: 1.8065
Epoch 21 Finished.  Time per Epoch:  22.60 s 
022: Acc-tr:  94.22, Acc-val:  80.67, L-tr: 0.1659, L-val: 0.6975
Epoch 22 Finished.  Time per Epoch:  22.59 s 
023: Acc-tr:  94.57, Acc-val:  80.67, L-tr: 0.1564, L-val: 0.6977
Epoch 23 Finished.  Time per Epoch:  22.59 s 
024: Acc-tr:  94.54, Acc-val:  80.26, L-tr: 0.1581, L-val: 0.7597
Epoch 24 Finished.  Time per Epoch:  22.59 s 
025: Acc-tr:  94.82, Acc-val:  81.01, L-tr: 0.1469, L-val: 0.7313
Epoch 25 Finished.  Time per Epoch:  22.60 s 
026: Acc-tr:  95.21, Acc-val:  81.62, L-tr: 0.1378, L-val: 0.7606
Epoch 26 Finished.  Time per Epoch:  22.59 s 
027: Acc-tr:  95.08, Acc-val:  79.01, L-tr: 0.1390, L-val: 0.7915
Epoch 27 Finished.  Time per Epoch:  22.60 s 
028: Acc-tr:  95.22, Acc-val:  82.34, L-tr: 0.1356, L-val: 0.6549
Epoch 28 Finished.  Time per Epoch:  22.61 s 
029: Acc-tr:  95.72, Acc-val:  79.33, L-tr: 0.1239, L-val: 0.7832
Epoch 29 Finished.  Time per Epoch:  22.61 s 
030: Acc-tr:  95.62, Acc-val:  79.87, L-tr: 0.1249, L-val: 0.8230
Epoch 30 Finished.  Time per Epoch:  22.62 s 
031: Acc-tr:  95.73, Acc-val:  81.26, L-tr: 0.1218, L-val: 0.7644
Epoch 31 Finished.  Time per Epoch:  22.62 s 
032: Acc-tr:  95.88, Acc-val:  80.48, L-tr: 0.1180, L-val: 0.8183
Epoch 32 Finished.  Time per Epoch:  22.61 s 
033: Acc-tr:  96.10, Acc-val:  82.83, L-tr: 0.1143, L-val: 0.6208
Epoch 33 Finished.  Time per Epoch:  22.61 s 
034: Acc-tr:  96.19, Acc-val:  80.99, L-tr: 0.1110, L-val: 0.7190
Epoch 34 Finished.  Time per Epoch:  22.62 s 
035: Acc-tr:  96.06, Acc-val:  80.14, L-tr: 0.1126, L-val: 0.7909
Epoch 35 Finished.  Time per Epoch:  22.63 s 
036: Acc-tr:  96.26, Acc-val:  81.36, L-tr: 0.1092, L-val: 0.7047
Epoch 36 Finished.  Time per Epoch:  22.63 s 
037: Acc-tr:  96.29, Acc-val:  81.09, L-tr: 0.1067, L-val: 0.7318
Epoch 37 Finished.  Time per Epoch:  22.64 s 
038: Acc-tr:  96.47, Acc-val:  80.51, L-tr: 0.1034, L-val: 0.8051
Epoch 38 Finished.  Time per Epoch:  22.64 s 
039: Acc-tr:  96.35, Acc-val:  80.61, L-tr: 0.1028, L-val: 0.7615
Epoch 39 Finished.  Time per Epoch:  22.64 s 
040: Acc-tr:  96.57, Acc-val:  81.17, L-tr: 0.1004, L-val: 0.7423
Epoch 40 Finished.  Time per Epoch:  22.64 s 
041: Acc-tr:  96.53, Acc-val:  79.09, L-tr: 0.1006, L-val: 0.8842
Epoch 41 Finished.  Time per Epoch:  22.64 s 
042: Acc-tr:  96.62, Acc-val:  81.97, L-tr: 0.0973, L-val: 0.7283
Epoch 42 Finished.  Time per Epoch:  22.64 s 
043: Acc-tr:  96.75, Acc-val:  75.38, L-tr: 0.0939, L-val: 0.9994
Epoch 43 Finished.  Time per Epoch:  22.65 s 
044: Acc-tr:  96.89, Acc-val:  82.42, L-tr: 0.0905, L-val: 0.7069
Epoch 44 Finished.  Time per Epoch:  22.65 s 
045: Acc-tr:  96.86, Acc-val:  82.94, L-tr: 0.0919, L-val: 0.6581
Epoch 45 Finished.  Time per Epoch:  22.66 s 
046: Acc-tr:  96.98, Acc-val:  81.97, L-tr: 0.0880, L-val: 0.7076
Epoch 46 Finished.  Time per Epoch:  22.66 s 
047: Acc-tr:  96.92, Acc-val:  80.92, L-tr: 0.0895, L-val: 0.7858
Epoch 47 Finished.  Time per Epoch:  22.66 s 
048: Acc-tr:  96.99, Acc-val:  81.81, L-tr: 0.0878, L-val: 0.7173
Epoch 48 Finished.  Time per Epoch:  22.66 s 
049: Acc-tr:  97.03, Acc-val:  81.53, L-tr: 0.0859, L-val: 0.7403
Epoch 49 Finished.  Time per Epoch:  22.67 s 
050: Acc-tr:  97.17, Acc-val:  83.09, L-tr: 0.0806, L-val: 0.6928
Epoch 50 Finished.  Time per Epoch:  22.67 s 
051: Acc-tr:  97.18, Acc-val:  83.46, L-tr: 0.0830, L-val: 0.7081
Epoch 51 Finished.  Time per Epoch:  22.66 s 
052: Acc-tr:  96.98, Acc-val:  80.73, L-tr: 0.0869, L-val: 0.7452
Epoch 52 Finished.  Time per Epoch:  22.66 s 
053: Acc-tr:  97.21, Acc-val:  81.22, L-tr: 0.0790, L-val: 0.7409
Epoch 53 Finished.  Time per Epoch:  22.67 s 
054: Acc-tr:  96.89, Acc-val:  81.05, L-tr: 0.0877, L-val: 0.8099
Epoch 54 Finished.  Time per Epoch:  22.67 s 
055: Acc-tr:  97.08, Acc-val:  83.13, L-tr: 0.0832, L-val: 0.6745
Epoch 55 Finished.  Time per Epoch:  22.67 s 
056: Acc-tr:  97.22, Acc-val:  81.26, L-tr: 0.0791, L-val: 0.8552
Epoch 56 Finished.  Time per Epoch:  22.68 s 
057: Acc-tr:  97.19, Acc-val:  82.27, L-tr: 0.0820, L-val: 0.7289
Epoch 57 Finished.  Time per Epoch:  22.68 s 
058: Acc-tr:  97.20, Acc-val:  81.41, L-tr: 0.0810, L-val: 0.7607
Epoch 58 Finished.  Time per Epoch:  22.68 s 
059: Acc-tr:  97.38, Acc-val:  82.47, L-tr: 0.0782, L-val: 0.7261
Epoch 59 Finished.  Time per Epoch:  22.68 s 
060: Acc-tr:  97.48, Acc-val:  82.21, L-tr: 0.0733, L-val: 0.7735
Epoch 60 Finished.  Time per Epoch:  22.68 s 
061: Acc-tr:  97.35, Acc-val:  82.06, L-tr: 0.0740, L-val: 0.7283
Epoch 61 Finished.  Time per Epoch:  22.68 s 
062: Acc-tr:  97.48, Acc-val:  83.00, L-tr: 0.0734, L-val: 0.7311
Epoch 62 Finished.  Time per Epoch:  22.68 s 
063: Acc-tr:  97.40, Acc-val:  80.53, L-tr: 0.0757, L-val: 0.8494
Epoch 63 Finished.  Time per Epoch:  22.68 s 
064: Acc-tr:  97.43, Acc-val:  82.42, L-tr: 0.0755, L-val: 0.7056
Epoch 64 Finished.  Time per Epoch:  22.68 s 
065: Acc-tr:  97.49, Acc-val:  82.96, L-tr: 0.0728, L-val: 0.7123
Epoch 65 Finished.  Time per Epoch:  22.69 s 
066: Acc-tr:  97.35, Acc-val:  81.13, L-tr: 0.0749, L-val: 0.7725
Epoch 66 Finished.  Time per Epoch:  22.69 s 
067: Acc-tr:  97.41, Acc-val:  82.21, L-tr: 0.0757, L-val: 0.7931
Epoch 67 Finished.  Time per Epoch:  22.69 s 
068: Acc-tr:  97.44, Acc-val:  81.33, L-tr: 0.0732, L-val: 0.7610
Epoch 68 Finished.  Time per Epoch:  22.68 s 
069: Acc-tr:  97.52, Acc-val:  82.75, L-tr: 0.0735, L-val: 0.6978
Epoch 69 Finished.  Time per Epoch:  22.68 s 
070: Acc-tr:  97.63, Acc-val:  80.68, L-tr: 0.0682, L-val: 0.8224
Epoch 70 Finished.  Time per Epoch:  22.68 s 
071: Acc-tr:  97.34, Acc-val:  81.76, L-tr: 0.0753, L-val: 0.7256
Epoch 71 Finished.  Time per Epoch:  22.68 s 
072: Acc-tr:  97.47, Acc-val:  83.51, L-tr: 0.0719, L-val: 0.6823
Epoch 72 Finished.  Time per Epoch:  22.68 s 
073: Acc-tr:  97.69, Acc-val:  82.33, L-tr: 0.0665, L-val: 0.7045
Epoch 73 Finished.  Time per Epoch:  22.68 s 
074: Acc-tr:  97.69, Acc-val:  83.33, L-tr: 0.0684, L-val: 0.6736
Epoch 74 Finished.  Time per Epoch:  22.68 s 
075: Acc-tr:  97.73, Acc-val:  81.53, L-tr: 0.0669, L-val: 0.7782
Epoch 75 Finished.  Time per Epoch:  22.68 s 
076: Acc-tr:  97.41, Acc-val:  82.32, L-tr: 0.0747, L-val: 0.7216
Epoch 76 Finished.  Time per Epoch:  22.68 s 
077: Acc-tr:  97.39, Acc-val:  82.47, L-tr: 0.0744, L-val: 0.7033
Epoch 77 Finished.  Time per Epoch:  22.68 s 
078: Acc-tr:  97.67, Acc-val:  82.14, L-tr: 0.0674, L-val: 0.7759
Epoch 78 Finished.  Time per Epoch:  22.68 s 
079: Acc-tr:  97.67, Acc-val:  81.45, L-tr: 0.0686, L-val: 0.7600
Epoch 79 Finished.  Time per Epoch:  22.67 s 
080: Acc-tr:  97.50, Acc-val:  80.54, L-tr: 0.0730, L-val: 0.8427
Epoch 80 Finished.  Time per Epoch:  22.67 s 
081: Acc-tr:  97.76, Acc-val:  82.53, L-tr: 0.0647, L-val: 0.7183
Epoch 81 Finished.  Time per Epoch:  22.67 s 
082: Acc-tr:  97.76, Acc-val:  81.06, L-tr: 0.0662, L-val: 0.8979
Epoch 82 Finished.  Time per Epoch:  22.66 s 
083: Acc-tr:  97.69, Acc-val:  79.73, L-tr: 0.0669, L-val: 0.9464
Epoch 83 Finished.  Time per Epoch:  22.66 s 
084: Acc-tr:  97.62, Acc-val:  82.26, L-tr: 0.0692, L-val: 0.7629
Epoch 84 Finished.  Time per Epoch:  22.66 s 
085: Acc-tr:  97.87, Acc-val:  82.89, L-tr: 0.0632, L-val: 0.7007
Epoch 85 Finished.  Time per Epoch:  22.66 s 
086: Acc-tr:  97.73, Acc-val:  83.09, L-tr: 0.0662, L-val: 0.6562
Epoch 86 Finished.  Time per Epoch:  22.65 s 
087: Acc-tr:  97.66, Acc-val:  80.81, L-tr: 0.0678, L-val: 0.8223
Epoch 87 Finished.  Time per Epoch:  22.65 s 
088: Acc-tr:  97.84, Acc-val:  78.00, L-tr: 0.0629, L-val: 1.0433
Epoch 88 Finished.  Time per Epoch:  22.65 s 
089: Acc-tr:  97.76, Acc-val:  81.38, L-tr: 0.0646, L-val: 0.7521
Epoch 89 Finished.  Time per Epoch:  22.65 s 
090: Acc-tr:  97.74, Acc-val:  80.71, L-tr: 0.0659, L-val: 0.8614
Epoch 90 Finished.  Time per Epoch:  22.65 s 
091: Acc-tr:  97.79, Acc-val:  82.48, L-tr: 0.0659, L-val: 0.7464
Epoch 91 Finished.  Time per Epoch:  22.65 s 
092: Acc-tr:  97.89, Acc-val:  82.53, L-tr: 0.0628, L-val: 0.7015
Epoch 92 Finished.  Time per Epoch:  22.64 s 
093: Acc-tr:  97.71, Acc-val:  82.70, L-tr: 0.0661, L-val: 0.6888
Epoch 93 Finished.  Time per Epoch:  22.64 s 
094: Acc-tr:  97.76, Acc-val:  82.56, L-tr: 0.0648, L-val: 0.7688
Epoch 94 Finished.  Time per Epoch:  22.64 s 
095: Acc-tr:  97.83, Acc-val:  82.32, L-tr: 0.0626, L-val: 0.7689
Epoch 95 Finished.  Time per Epoch:  22.64 s 
096: Acc-tr:  97.71, Acc-val:  81.68, L-tr: 0.0668, L-val: 0.7975
Epoch 96 Finished.  Time per Epoch:  22.64 s 
097: Acc-tr:  97.92, Acc-val:  82.66, L-tr: 0.0604, L-val: 0.7643
Epoch 97 Finished.  Time per Epoch:  22.64 s 
098: Acc-tr:  97.95, Acc-val:  83.64, L-tr: 0.0608, L-val: 0.6781
Epoch 98 Finished.  Time per Epoch:  22.64 s 
099: Acc-tr:  97.78, Acc-val:  81.50, L-tr: 0.0636, L-val: 0.7628
Epoch 99 Finished.  Time per Epoch:  22.63 s 
100: Acc-tr:  97.96, Acc-val:  81.05, L-tr: 0.0608, L-val: 0.8225
Epoch 100 Finished.  Time per Epoch:  22.63 s 
101: Acc-tr:  97.96, Acc-val:  81.05, L-tr: 0.0608, L-val: 0.8225
Epoch 101 Finished.  Time per Epoch:  22.63 s 
102: Acc-tr:  97.90, Acc-val:  80.39, L-tr: 0.0614, L-val: 0.9335
Epoch 102 Finished.  Time per Epoch:  22.63 s 
103: Acc-tr:  97.89, Acc-val:  81.95, L-tr: 0.0626, L-val: 0.7718
Epoch 103 Finished.  Time per Epoch:  22.63 s 
104: Acc-tr:  97.86, Acc-val:  82.95, L-tr: 0.0618, L-val: 0.7352
Epoch 104 Finished.  Time per Epoch:  22.63 s 
105: Acc-tr:  97.89, Acc-val:  82.73, L-tr: 0.0616, L-val: 0.7155
Epoch 105 Finished.  Time per Epoch:  22.62 s 
106: Acc-tr:  97.79, Acc-val:  79.88, L-tr: 0.0636, L-val: 0.9664
Epoch 106 Finished.  Time per Epoch:  22.62 s 
107: Acc-tr:  97.91, Acc-val:  82.81, L-tr: 0.0609, L-val: 0.7375
Epoch 107 Finished.  Time per Epoch:  22.62 s 
108: Acc-tr:  97.94, Acc-val:  82.23, L-tr: 0.0610, L-val: 0.7293
Epoch 108 Finished.  Time per Epoch:  22.62 s 
109: Acc-tr:  97.79, Acc-val:  82.12, L-tr: 0.0632, L-val: 0.7917
Epoch 109 Finished.  Time per Epoch:  22.62 s 
110: Acc-tr:  97.83, Acc-val:  83.27, L-tr: 0.0630, L-val: 0.7272
Epoch 110 Finished.  Time per Epoch:  22.62 s 
111: Acc-tr:  97.84, Acc-val:  82.77, L-tr: 0.0610, L-val: 0.7170
Epoch 111 Finished.  Time per Epoch:  22.62 s 
112: Acc-tr:  97.78, Acc-val:  82.84, L-tr: 0.0648, L-val: 0.6904
Epoch 112 Finished.  Time per Epoch:  22.62 s 
113: Acc-tr:  97.92, Acc-val:  80.42, L-tr: 0.0599, L-val: 0.7949
Epoch 113 Finished.  Time per Epoch:  22.62 s 
114: Acc-tr:  97.72, Acc-val:  82.48, L-tr: 0.0665, L-val: 0.7018
Epoch 114 Finished.  Time per Epoch:  22.62 s 
115: Acc-tr:  97.99, Acc-val:  82.64, L-tr: 0.0596, L-val: 0.6610
Epoch 115 Finished.  Time per Epoch:  22.61 s 
116: Acc-tr:  98.02, Acc-val:  82.43, L-tr: 0.0586, L-val: 0.7129
Epoch 116 Finished.  Time per Epoch:  22.61 s 
117: Acc-tr:  97.99, Acc-val:  82.82, L-tr: 0.0609, L-val: 0.6755
Epoch 117 Finished.  Time per Epoch:  22.61 s 
118: Acc-tr:  98.08, Acc-val:  83.94, L-tr: 0.0568, L-val: 0.6469
Epoch 118 Finished.  Time per Epoch:  22.61 s 
119: Acc-tr:  98.05, Acc-val:  81.19, L-tr: 0.0572, L-val: 0.8479
Epoch 119 Finished.  Time per Epoch:  22.60 s 
120: Acc-tr:  97.76, Acc-val:  82.30, L-tr: 0.0649, L-val: 0.7215
Epoch 120 Finished.  Time per Epoch:  22.60 s 
121: Acc-tr:  98.00, Acc-val:  82.10, L-tr: 0.0583, L-val: 0.7668
Epoch 121 Finished.  Time per Epoch:  22.60 s 
122: Acc-tr:  97.95, Acc-val:  81.69, L-tr: 0.0589, L-val: 0.8189
Epoch 122 Finished.  Time per Epoch:  22.60 s 
123: Acc-tr:  97.96, Acc-val:  81.92, L-tr: 0.0617, L-val: 0.7764
Epoch 123 Finished.  Time per Epoch:  22.60 s 
124: Acc-tr:  97.95, Acc-val:  82.81, L-tr: 0.0596, L-val: 0.7090
Epoch 124 Finished.  Time per Epoch:  22.60 s 
125: Acc-tr:  97.93, Acc-val:  82.43, L-tr: 0.0594, L-val: 0.7624
Epoch 125 Finished.  Time per Epoch:  22.60 s 
126: Acc-tr:  98.08, Acc-val:  81.74, L-tr: 0.0564, L-val: 0.7767
Epoch 126 Finished.  Time per Epoch:  22.60 s 
127: Acc-tr:  98.00, Acc-val:  82.43, L-tr: 0.0589, L-val: 0.6864
Epoch 127 Finished.  Time per Epoch:  22.59 s 
128: Acc-tr:  98.06, Acc-val:  78.99, L-tr: 0.0569, L-val: 0.9044
Epoch 128 Finished.  Time per Epoch:  22.59 s 
129: Acc-tr:  97.99, Acc-val:  79.85, L-tr: 0.0585, L-val: 0.8929
Epoch 129 Finished.  Time per Epoch:  22.59 s 
130: Acc-tr:  97.98, Acc-val:  81.82, L-tr: 0.0578, L-val: 0.7567
Epoch 130 Finished.  Time per Epoch:  22.59 s 
131: Acc-tr:  97.85, Acc-val:  81.47, L-tr: 0.0612, L-val: 0.7702
Epoch 131 Finished.  Time per Epoch:  22.59 s 
132: Acc-tr:  97.92, Acc-val:  81.55, L-tr: 0.0580, L-val: 0.7958
Epoch 132 Finished.  Time per Epoch:  22.59 s 
133: Acc-tr:  98.02, Acc-val:  79.07, L-tr: 0.0580, L-val: 0.9136
Epoch 133 Finished.  Time per Epoch:  22.59 s 
134: Acc-tr:  97.84, Acc-val:  82.98, L-tr: 0.0634, L-val: 0.6835
Epoch 134 Finished.  Time per Epoch:  22.58 s 
135: Acc-tr:  98.09, Acc-val:  81.22, L-tr: 0.0540, L-val: 0.8359
Epoch 135 Finished.  Time per Epoch:  22.58 s 
136: Acc-tr:  97.97, Acc-val:  82.24, L-tr: 0.0588, L-val: 0.7675
Epoch 136 Finished.  Time per Epoch:  22.58 s 
137: Acc-tr:  98.06, Acc-val:  79.79, L-tr: 0.0570, L-val: 0.8848
Epoch 137 Finished.  Time per Epoch:  22.58 s 
138: Acc-tr:  97.98, Acc-val:  82.49, L-tr: 0.0585, L-val: 0.7083
Epoch 138 Finished.  Time per Epoch:  22.58 s 
139: Acc-tr:  97.82, Acc-val:  80.37, L-tr: 0.0629, L-val: 0.9029
Epoch 139 Finished.  Time per Epoch:  22.58 s 
140: Acc-tr:  98.13, Acc-val:  82.97, L-tr: 0.0551, L-val: 0.7032
Epoch 140 Finished.  Time per Epoch:  22.58 s 
141: Acc-tr:  98.06, Acc-val:  80.58, L-tr: 0.0564, L-val: 0.8065
Epoch 141 Finished.  Time per Epoch:  22.58 s 
142: Acc-tr:  98.10, Acc-val:  81.98, L-tr: 0.0562, L-val: 0.8040
Epoch 142 Finished.  Time per Epoch:  22.58 s 
143: Acc-tr:  98.11, Acc-val:  82.72, L-tr: 0.0540, L-val: 0.6919
Epoch 143 Finished.  Time per Epoch:  22.58 s 
144: Acc-tr:  98.10, Acc-val:  81.47, L-tr: 0.0553, L-val: 0.7418
Epoch 144 Finished.  Time per Epoch:  22.57 s 
145: Acc-tr:  98.11, Acc-val:  81.71, L-tr: 0.0543, L-val: 0.7898
Epoch 145 Finished.  Time per Epoch:  22.57 s 
146: Acc-tr:  97.91, Acc-val:  81.41, L-tr: 0.0605, L-val: 0.8513
Epoch 146 Finished.  Time per Epoch:  22.57 s 
147: Acc-tr:  97.88, Acc-val:  81.36, L-tr: 0.0626, L-val: 0.7791
Epoch 147 Finished.  Time per Epoch:  22.57 s 
148: Acc-tr:  98.08, Acc-val:  77.73, L-tr: 0.0564, L-val: 1.0194
Epoch 148 Finished.  Time per Epoch:  22.57 s 
149: Acc-tr:  98.13, Acc-val:  81.09, L-tr: 0.0559, L-val: 0.7726
Epoch 149 Finished.  Time per Epoch:  22.57 s 
