000: Acc-tr:  31.44, Acc-val:  34.96, L-tr: 1.8460, L-val: 1.8090
041: Acc-tr:  90.01, Acc-val:  80.14, L-tr: 0.2832, L-val: 0.6381
Epoch 41 Finished.  Time per Epoch:  36.29 s 
042: Acc-tr:  90.31, Acc-val:  79.57, L-tr: 0.2790, L-val: 0.6438
Epoch 42 Finished.  Time per Epoch:  36.29 s 
043: Acc-tr:  90.41, Acc-val:  79.61, L-tr: 0.2708, L-val: 0.6707
Epoch 43 Finished.  Time per Epoch:  36.31 s 
044: Acc-tr:  90.55, Acc-val:  81.57, L-tr: 0.2715, L-val: 0.5864
Epoch 44 Finished.  Time per Epoch:  36.32 s 
045: Acc-tr:  90.72, Acc-val:  80.94, L-tr: 0.2653, L-val: 0.5922
Epoch 45 Finished.  Time per Epoch:  36.32 s 
046: Acc-tr:  90.63, Acc-val:  78.55, L-tr: 0.2661, L-val: 0.7067
Epoch 46 Finished.  Time per Epoch:  36.31 s 
047: Acc-tr:  90.88, Acc-val:  78.60, L-tr: 0.2604, L-val: 0.7456
Epoch 47 Finished.  Time per Epoch:  36.32 s 
048: Acc-tr:  91.00, Acc-val:  76.46, L-tr: 0.2572, L-val: 0.8115
Epoch 48 Finished.  Time per Epoch:  36.35 s 
049: Acc-tr:  90.99, Acc-val:  79.62, L-tr: 0.2571, L-val: 0.6675
Epoch 49 Finished.  Time per Epoch:  36.48 s 
050: Acc-tr:  91.25, Acc-val:  81.23, L-tr: 0.2533, L-val: 0.6139
Epoch 50 Finished.  Time per Epoch:  36.64 s 
051: Acc-tr:  91.39, Acc-val:  80.84, L-tr: 0.2445, L-val: 0.6494
Epoch 51 Finished.  Time per Epoch:  36.65 s 
052: Acc-tr:  91.55, Acc-val:  81.89, L-tr: 0.2464, L-val: 0.5914
Epoch 52 Finished.  Time per Epoch:  36.65 s 
053: Acc-tr:  91.18, Acc-val:  80.06, L-tr: 0.2495, L-val: 0.6457
Epoch 53 Finished.  Time per Epoch:  36.68 s 
054: Acc-tr:  91.38, Acc-val:  80.11, L-tr: 0.2459, L-val: 0.6758
Epoch 54 Finished.  Time per Epoch:  36.77 s 
055: Acc-tr:  91.61, Acc-val:  80.73, L-tr: 0.2407, L-val: 0.6454
Epoch 55 Finished.  Time per Epoch:  36.77 s 
056: Acc-tr:  91.78, Acc-val:  79.32, L-tr: 0.2346, L-val: 0.7721
Epoch 56 Finished.  Time per Epoch:  36.78 s 
057: Acc-tr:  91.50, Acc-val:  80.99, L-tr: 0.2426, L-val: 0.6046
Epoch 57 Finished.  Time per Epoch:  36.79 s 
058: Acc-tr:  91.92, Acc-val:  79.42, L-tr: 0.2312, L-val: 0.6741
Epoch 58 Finished.  Time per Epoch:  36.79 s 
059: Acc-tr:  91.63, Acc-val:  81.81, L-tr: 0.2373, L-val: 0.6352
Epoch 59 Finished.  Time per Epoch:  36.79 s 
060: Acc-tr:  92.14, Acc-val:  80.43, L-tr: 0.2237, L-val: 0.6688
Epoch 60 Finished.  Time per Epoch:  36.80 s 
061: Acc-tr:  91.83, Acc-val:  80.45, L-tr: 0.2337, L-val: 0.6897
Epoch 61 Finished.  Time per Epoch:  36.80 s 
062: Acc-tr:  91.95, Acc-val:  80.58, L-tr: 0.2270, L-val: 0.6595
Epoch 62 Finished.  Time per Epoch:  36.81 s 
063: Acc-tr:  91.83, Acc-val:  78.53, L-tr: 0.2311, L-val: 0.7562
Epoch 63 Finished.  Time per Epoch:  36.81 s 
064: Acc-tr:  92.14, Acc-val:  77.75, L-tr: 0.2246, L-val: 0.7746
Epoch 64 Finished.  Time per Epoch:  36.81 s 
065: Acc-tr:  91.89, Acc-val:  81.12, L-tr: 0.2262, L-val: 0.6361
Epoch 65 Finished.  Time per Epoch:  36.81 s 
066: Acc-tr:  92.43, Acc-val:  81.54, L-tr: 0.2141, L-val: 0.6378
Epoch 66 Finished.  Time per Epoch:  36.82 s 
067: Acc-tr:  92.49, Acc-val:  82.56, L-tr: 0.2180, L-val: 0.6147
Epoch 67 Finished.  Time per Epoch:  36.83 s 
068: Acc-tr:  92.50, Acc-val:  81.35, L-tr: 0.2124, L-val: 0.6344
Epoch 68 Finished.  Time per Epoch:  36.83 s 
069: Acc-tr:  92.59, Acc-val:  82.67, L-tr: 0.2129, L-val: 0.5892
Epoch 69 Finished.  Time per Epoch:  36.83 s 
070: Acc-tr:  92.51, Acc-val:  82.98, L-tr: 0.2150, L-val: 0.5842
Epoch 70 Finished.  Time per Epoch:  36.82 s 
071: Acc-tr:  92.52, Acc-val:  83.97, L-tr: 0.2132, L-val: 0.5439
Epoch 71 Finished.  Time per Epoch:  36.81 s 
072: Acc-tr:  92.54, Acc-val:  76.43, L-tr: 0.2123, L-val: 0.8988
Epoch 72 Finished.  Time per Epoch:  36.80 s 
073: Acc-tr:  92.62, Acc-val:  82.45, L-tr: 0.2094, L-val: 0.6047
Epoch 73 Finished.  Time per Epoch:  36.79 s 
074: Acc-tr:  92.44, Acc-val:  80.86, L-tr: 0.2128, L-val: 0.7157
Epoch 74 Finished.  Time per Epoch:  36.88 s 
075: Acc-tr:  92.88, Acc-val:  81.00, L-tr: 0.2037, L-val: 0.6682
Epoch 75 Finished.  Time per Epoch:  36.89 s 
076: Acc-tr:  92.95, Acc-val:  83.06, L-tr: 0.1988, L-val: 0.5922
Epoch 76 Finished.  Time per Epoch:  36.89 s 
077: Acc-tr:  92.63, Acc-val:  81.68, L-tr: 0.2115, L-val: 0.6395
Epoch 77 Finished.  Time per Epoch:  36.89 s 
078: Acc-tr:  92.69, Acc-val:  82.80, L-tr: 0.2073, L-val: 0.5655
Epoch 78 Finished.  Time per Epoch:  36.99 s 
079: Acc-tr:  93.18, Acc-val:  82.59, L-tr: 0.1954, L-val: 0.6061
Epoch 79 Finished.  Time per Epoch:  37.09 s 
080: Acc-tr:  92.82, Acc-val:  78.76, L-tr: 0.2039, L-val: 0.7645
Epoch 80 Finished.  Time per Epoch:  37.18 s 
081: Acc-tr:  93.11, Acc-val:  82.74, L-tr: 0.1974, L-val: 0.5872
Epoch 81 Finished.  Time per Epoch:  37.30 s 
082: Acc-tr:  92.94, Acc-val:  81.56, L-tr: 0.1979, L-val: 0.6203
Epoch 82 Finished.  Time per Epoch:  37.41 s 
083: Acc-tr:  93.11, Acc-val:  83.58, L-tr: 0.1984, L-val: 0.5524
Epoch 83 Finished.  Time per Epoch:  37.50 s 
084: Acc-tr:  93.03, Acc-val:  82.22, L-tr: 0.1956, L-val: 0.6317
Epoch 84 Finished.  Time per Epoch:  37.51 s 
085: Acc-tr:  93.21, Acc-val:  81.88, L-tr: 0.1939, L-val: 0.6555
Epoch 85 Finished.  Time per Epoch:  37.51 s 
086: Acc-tr:  93.03, Acc-val:  82.99, L-tr: 0.1974, L-val: 0.5806
Epoch 86 Finished.  Time per Epoch:  37.51 s 
087: Acc-tr:  93.16, Acc-val:  81.29, L-tr: 0.1966, L-val: 0.6465
Epoch 87 Finished.  Time per Epoch:  37.52 s 
088: Acc-tr:  93.31, Acc-val:  80.26, L-tr: 0.1929, L-val: 0.6824
Epoch 88 Finished.  Time per Epoch:  37.52 s 
089: Acc-tr:  93.27, Acc-val:  82.65, L-tr: 0.1931, L-val: 0.6215
Epoch 89 Finished.  Time per Epoch:  37.50 s 
090: Acc-tr:  93.23, Acc-val:  81.92, L-tr: 0.1931, L-val: 0.6247
Epoch 90 Finished.  Time per Epoch:  37.49 s 
091: Acc-tr:  93.39, Acc-val:  80.53, L-tr: 0.1882, L-val: 0.7231
Epoch 91 Finished.  Time per Epoch:  37.48 s 
092: Acc-tr:  93.28, Acc-val:  80.15, L-tr: 0.1925, L-val: 0.7669
Epoch 92 Finished.  Time per Epoch:  37.46 s 
093: Acc-tr:  93.41, Acc-val:  83.30, L-tr: 0.1873, L-val: 0.5967
Epoch 93 Finished.  Time per Epoch:  37.45 s 
094: Acc-tr:  93.71, Acc-val:  82.82, L-tr: 0.1842, L-val: 0.6028
Epoch 94 Finished.  Time per Epoch:  37.44 s 
095: Acc-tr:  93.38, Acc-val:  81.75, L-tr: 0.1866, L-val: 0.6389
Epoch 95 Finished.  Time per Epoch:  37.43 s 
096: Acc-tr:  93.57, Acc-val:  84.41, L-tr: 0.1829, L-val: 0.5380
Epoch 96 Finished.  Time per Epoch:  37.41 s 
097: Acc-tr:  93.64, Acc-val:  79.75, L-tr: 0.1808, L-val: 0.7438
Epoch 97 Finished.  Time per Epoch:  37.40 s 
098: Acc-tr:  93.76, Acc-val:  82.43, L-tr: 0.1793, L-val: 0.6516
Epoch 98 Finished.  Time per Epoch:  37.39 s 
099: Acc-tr:  93.31, Acc-val:  81.83, L-tr: 0.1916, L-val: 0.6685
Epoch 99 Finished.  Time per Epoch:  37.37 s 
100: Acc-tr:  93.78, Acc-val:  81.50, L-tr: 0.1776, L-val: 0.6390
Epoch 100 Finished.  Time per Epoch:  37.36 s 
101: Acc-tr:  93.65, Acc-val:  81.06, L-tr: 0.1821, L-val: 0.6792
Epoch 101 Finished.  Time per Epoch:  37.35 s 
102: Acc-tr:  93.78, Acc-val:  83.52, L-tr: 0.1756, L-val: 0.5888
Epoch 102 Finished.  Time per Epoch:  37.34 s 
103: Acc-tr:  93.57, Acc-val:  82.09, L-tr: 0.1793, L-val: 0.6444
Epoch 103 Finished.  Time per Epoch:  37.33 s 
104: Acc-tr:  93.67, Acc-val:  81.36, L-tr: 0.1798, L-val: 0.7057
Epoch 104 Finished.  Time per Epoch:  37.31 s 
105: Acc-tr:  93.75, Acc-val:  80.83, L-tr: 0.1772, L-val: 0.7223
Epoch 105 Finished.  Time per Epoch:  37.30 s 
106: Acc-tr:  93.59, Acc-val:  81.22, L-tr: 0.1810, L-val: 0.6892
Epoch 106 Finished.  Time per Epoch:  37.29 s 
107: Acc-tr:  93.70, Acc-val:  84.21, L-tr: 0.1768, L-val: 0.5256
Epoch 107 Finished.  Time per Epoch:  37.29 s 
108: Acc-tr:  93.95, Acc-val:  83.40, L-tr: 0.1727, L-val: 0.5925
Epoch 108 Finished.  Time per Epoch:  37.28 s 
109: Acc-tr:  93.84, Acc-val:  80.99, L-tr: 0.1736, L-val: 0.7273
Epoch 109 Finished.  Time per Epoch:  37.26 s 
110: Acc-tr:  93.92, Acc-val:  83.72, L-tr: 0.1746, L-val: 0.5604
Epoch 110 Finished.  Time per Epoch:  37.25 s 
111: Acc-tr:  94.22, Acc-val:  82.32, L-tr: 0.1686, L-val: 0.6429
Epoch 111 Finished.  Time per Epoch:  37.25 s 
112: Acc-tr:  94.02, Acc-val:  83.75, L-tr: 0.1703, L-val: 0.5582
Epoch 112 Finished.  Time per Epoch:  37.24 s 
113: Acc-tr:  93.94, Acc-val:  83.85, L-tr: 0.1702, L-val: 0.5632
Epoch 113 Finished.  Time per Epoch:  37.23 s 
114: Acc-tr:  94.04, Acc-val:  78.67, L-tr: 0.1724, L-val: 0.8046
Epoch 114 Finished.  Time per Epoch:  37.23 s 
115: Acc-tr:  93.80, Acc-val:  82.98, L-tr: 0.1747, L-val: 0.5872
Epoch 115 Finished.  Time per Epoch:  37.22 s 
116: Acc-tr:  94.08, Acc-val:  84.69, L-tr: 0.1718, L-val: 0.5180
Epoch 116 Finished.  Time per Epoch:  37.21 s 
117: Acc-tr:  94.11, Acc-val:  83.57, L-tr: 0.1687, L-val: 0.5614
Epoch 117 Finished.  Time per Epoch:  37.21 s 
118: Acc-tr:  93.75, Acc-val:  83.20, L-tr: 0.1766, L-val: 0.5993
Epoch 118 Finished.  Time per Epoch:  37.21 s 
119: Acc-tr:  94.42, Acc-val:  83.23, L-tr: 0.1613, L-val: 0.5990
Epoch 119 Finished.  Time per Epoch:  37.20 s 
120: Acc-tr:  94.10, Acc-val:  84.76, L-tr: 0.1693, L-val: 0.5199
Epoch 120 Finished.  Time per Epoch:  37.20 s 
121: Acc-tr:  94.06, Acc-val:  83.68, L-tr: 0.1726, L-val: 0.5656
Epoch 121 Finished.  Time per Epoch:  37.19 s 
122: Acc-tr:  94.27, Acc-val:  82.28, L-tr: 0.1646, L-val: 0.6370
Epoch 122 Finished.  Time per Epoch:  37.18 s 
123: Acc-tr:  93.75, Acc-val:  84.07, L-tr: 0.1751, L-val: 0.5375
Epoch 123 Finished.  Time per Epoch:  37.17 s 
124: Acc-tr:  94.02, Acc-val:  83.89, L-tr: 0.1730, L-val: 0.5462
Epoch 124 Finished.  Time per Epoch:  37.17 s 
125: Acc-tr:  94.33, Acc-val:  82.73, L-tr: 0.1645, L-val: 0.6350
Epoch 125 Finished.  Time per Epoch:  37.17 s 
126: Acc-tr:  94.14, Acc-val:  84.17, L-tr: 0.1627, L-val: 0.5610
Epoch 126 Finished.  Time per Epoch:  37.17 s 
127: Acc-tr:  94.02, Acc-val:  82.86, L-tr: 0.1706, L-val: 0.6235
Epoch 127 Finished.  Time per Epoch:  37.17 s 
128: Acc-tr:  94.17, Acc-val:  84.50, L-tr: 0.1677, L-val: 0.5468
Epoch 128 Finished.  Time per Epoch:  37.16 s 
129: Acc-tr:  94.43, Acc-val:  84.31, L-tr: 0.1613, L-val: 0.5741
Epoch 129 Finished.  Time per Epoch:  37.16 s 
130: Acc-tr:  94.14, Acc-val:  82.33, L-tr: 0.1653, L-val: 0.6259
Epoch 130 Finished.  Time per Epoch:  37.15 s 
131: Acc-tr:  94.11, Acc-val:  82.90, L-tr: 0.1685, L-val: 0.6010
Epoch 131 Finished.  Time per Epoch:  37.14 s 
132: Acc-tr:  94.19, Acc-val:  79.84, L-tr: 0.1647, L-val: 0.7403
Epoch 132 Finished.  Time per Epoch:  37.14 s 
133: Acc-tr:  94.25, Acc-val:  83.81, L-tr: 0.1648, L-val: 0.5776
Epoch 133 Finished.  Time per Epoch:  37.14 s 
134: Acc-tr:  93.91, Acc-val:  80.32, L-tr: 0.1739, L-val: 0.7414
Epoch 134 Finished.  Time per Epoch:  37.14 s 
135: Acc-tr:  94.45, Acc-val:  84.14, L-tr: 0.1629, L-val: 0.5434
Epoch 135 Finished.  Time per Epoch:  37.13 s 
136: Acc-tr:  94.49, Acc-val:  82.65, L-tr: 0.1589, L-val: 0.6076
Epoch 136 Finished.  Time per Epoch:  37.13 s 
137: Acc-tr:  94.52, Acc-val:  82.76, L-tr: 0.1594, L-val: 0.5968
Epoch 137 Finished.  Time per Epoch:  37.12 s 
138: Acc-tr:  94.47, Acc-val:  81.40, L-tr: 0.1573, L-val: 0.6999
Epoch 138 Finished.  Time per Epoch:  37.12 s 
139: Acc-tr:  94.35, Acc-val:  82.73, L-tr: 0.1624, L-val: 0.6021
Epoch 139 Finished.  Time per Epoch:  37.12 s 
140: Acc-tr:  94.42, Acc-val:  83.61, L-tr: 0.1603, L-val: 0.5867
Epoch 140 Finished.  Time per Epoch:  37.12 s 
141: Acc-tr:  94.37, Acc-val:  82.80, L-tr: 0.1602, L-val: 0.6108
Epoch 141 Finished.  Time per Epoch:  37.12 s 
142: Acc-tr:  94.36, Acc-val:  82.56, L-tr: 0.1635, L-val: 0.6088
Epoch 142 Finished.  Time per Epoch:  37.12 s 
143: Acc-tr:  94.42, Acc-val:  84.42, L-tr: 0.1577, L-val: 0.5443
Epoch 143 Finished.  Time per Epoch:  37.12 s 
144: Acc-tr:  94.53, Acc-val:  84.22, L-tr: 0.1567, L-val: 0.5507
Epoch 144 Finished.  Time per Epoch:  37.12 s 
145: Acc-tr:  94.59, Acc-val:  83.48, L-tr: 0.1557, L-val: 0.5964
Epoch 145 Finished.  Time per Epoch:  37.12 s 
146: Acc-tr:  94.53, Acc-val:  84.23, L-tr: 0.1571, L-val: 0.5729
Epoch 146 Finished.  Time per Epoch:  37.12 s 
147: Acc-tr:  94.40, Acc-val:  80.95, L-tr: 0.1601, L-val: 0.7311
Epoch 147 Finished.  Time per Epoch:  37.12 s 
148: Acc-tr:  94.46, Acc-val:  82.48, L-tr: 0.1576, L-val: 0.6697
Epoch 148 Finished.  Time per Epoch:  37.11 s 
149: Acc-tr:  94.49, Acc-val:  83.88, L-tr: 0.1585, L-val: 0.5636
Epoch 149 Finished.  Time per Epoch:  37.11 s 
150: Acc-tr:  96.11, Acc-val:  87.43, L-tr: 0.1143, L-val: 0.4269
Epoch 150 Finished.  Time per Epoch:  37.11 s 
151: Acc-tr:  96.79, Acc-val:  87.21, L-tr: 0.0950, L-val: 0.4337
Epoch 151 Finished.  Time per Epoch:  37.11 s 
152: Acc-tr:  96.96, Acc-val:  87.72, L-tr: 0.0901, L-val: 0.4247
Epoch 152 Finished.  Time per Epoch:  37.11 s 
153: Acc-tr:  97.18, Acc-val:  87.80, L-tr: 0.0839, L-val: 0.4296
Epoch 153 Finished.  Time per Epoch:  37.11 s 
154: Acc-tr:  97.11, Acc-val:  87.64, L-tr: 0.0828, L-val: 0.4354
Epoch 154 Finished.  Time per Epoch:  37.10 s 
155: Acc-tr:  97.27, Acc-val:  88.08, L-tr: 0.0794, L-val: 0.4237
Epoch 155 Finished.  Time per Epoch:  37.10 s 
156: Acc-tr:  97.38, Acc-val:  87.46, L-tr: 0.0787, L-val: 0.4440
Epoch 156 Finished.  Time per Epoch:  37.09 s 
157: Acc-tr:  97.33, Acc-val:  87.89, L-tr: 0.0795, L-val: 0.4350
Epoch 157 Finished.  Time per Epoch:  37.09 s 
158: Acc-tr:  97.41, Acc-val:  88.06, L-tr: 0.0757, L-val: 0.4198
Epoch 158 Finished.  Time per Epoch:  37.08 s 
159: Acc-tr:  97.43, Acc-val:  87.99, L-tr: 0.0746, L-val: 0.4318
Epoch 159 Finished.  Time per Epoch:  37.08 s 
160: Acc-tr:  97.51, Acc-val:  87.75, L-tr: 0.0746, L-val: 0.4351
Epoch 160 Finished.  Time per Epoch:  37.08 s 
161: Acc-tr:  97.47, Acc-val:  88.07, L-tr: 0.0740, L-val: 0.4359
Epoch 161 Finished.  Time per Epoch:  37.08 s 
162: Acc-tr:  97.58, Acc-val:  87.68, L-tr: 0.0720, L-val: 0.4402
Epoch 162 Finished.  Time per Epoch:  37.08 s 
163: Acc-tr:  97.41, Acc-val:  88.24, L-tr: 0.0743, L-val: 0.4298
Epoch 163 Finished.  Time per Epoch:  37.08 s 
164: Acc-tr:  97.54, Acc-val:  87.85, L-tr: 0.0691, L-val: 0.4473
Epoch 164 Finished.  Time per Epoch:  37.08 s 
165: Acc-tr:  97.53, Acc-val:  88.06, L-tr: 0.0717, L-val: 0.4401
Epoch 165 Finished.  Time per Epoch:  37.08 s 
166: Acc-tr:  97.68, Acc-val:  87.93, L-tr: 0.0683, L-val: 0.4317
Epoch 166 Finished.  Time per Epoch:  37.08 s 
167: Acc-tr:  97.66, Acc-val:  87.61, L-tr: 0.0688, L-val: 0.4460
Epoch 167 Finished.  Time per Epoch:  37.07 s 
168: Acc-tr:  97.68, Acc-val:  88.05, L-tr: 0.0659, L-val: 0.4395
Epoch 168 Finished.  Time per Epoch:  37.07 s 
169: Acc-tr:  97.69, Acc-val:  88.30, L-tr: 0.0674, L-val: 0.4353
Epoch 169 Finished.  Time per Epoch:  37.06 s 
170: Acc-tr:  97.63, Acc-val:  87.65, L-tr: 0.0671, L-val: 0.4459
Epoch 170 Finished.  Time per Epoch:  37.06 s 
171: Acc-tr:  97.63, Acc-val:  88.00, L-tr: 0.0704, L-val: 0.4488
Epoch 171 Finished.  Time per Epoch:  37.05 s 
172: Acc-tr:  97.77, Acc-val:  87.95, L-tr: 0.0656, L-val: 0.4349
Epoch 172 Finished.  Time per Epoch:  37.04 s 
173: Acc-tr:  97.70, Acc-val:  87.98, L-tr: 0.0665, L-val: 0.4478
Epoch 173 Finished.  Time per Epoch:  37.04 s 
174: Acc-tr:  97.67, Acc-val:  87.91, L-tr: 0.0670, L-val: 0.4501
Epoch 174 Finished.  Time per Epoch:  37.03 s 
175: Acc-tr:  97.76, Acc-val:  88.18, L-tr: 0.0654, L-val: 0.4399
Epoch 175 Finished.  Time per Epoch:  37.03 s 
176: Acc-tr:  97.90, Acc-val:  87.76, L-tr: 0.0630, L-val: 0.4481
Epoch 176 Finished.  Time per Epoch:  37.03 s 
177: Acc-tr:  97.78, Acc-val:  88.13, L-tr: 0.0645, L-val: 0.4375
Epoch 177 Finished.  Time per Epoch:  37.02 s 
178: Acc-tr:  97.78, Acc-val:  88.00, L-tr: 0.0639, L-val: 0.4391
Epoch 178 Finished.  Time per Epoch:  37.01 s 
179: Acc-tr:  97.85, Acc-val:  88.33, L-tr: 0.0633, L-val: 0.4388
Epoch 179 Finished.  Time per Epoch:  37.01 s 
180: Acc-tr:  97.87, Acc-val:  88.04, L-tr: 0.0645, L-val: 0.4482
Epoch 180 Finished.  Time per Epoch:  37.00 s 
181: Acc-tr:  97.69, Acc-val:  87.74, L-tr: 0.0665, L-val: 0.4468
Epoch 181 Finished.  Time per Epoch:  37.00 s 
182: Acc-tr:  97.96, Acc-val:  87.57, L-tr: 0.0611, L-val: 0.4588
Epoch 182 Finished.  Time per Epoch:  36.99 s 
183: Acc-tr:  97.92, Acc-val:  88.02, L-tr: 0.0624, L-val: 0.4504
Epoch 183 Finished.  Time per Epoch:  36.99 s 
184: Acc-tr:  97.89, Acc-val:  87.80, L-tr: 0.0612, L-val: 0.4562
Epoch 184 Finished.  Time per Epoch:  36.99 s 
185: Acc-tr:  97.99, Acc-val:  87.65, L-tr: 0.0588, L-val: 0.4514
Epoch 185 Finished.  Time per Epoch:  36.98 s 
186: Acc-tr:  97.99, Acc-val:  87.66, L-tr: 0.0607, L-val: 0.4557
Epoch 186 Finished.  Time per Epoch:  36.98 s 
187: Acc-tr:  97.91, Acc-val:  87.88, L-tr: 0.0626, L-val: 0.4639
Epoch 187 Finished.  Time per Epoch:  36.98 s 
